WKT	OBJECTID	FULLNAME	ZONE	RULE	NOTE	IMPLEMENTD	ADPTDATE	AMDDATE1	AMDDATE2	AMDDATE3	STATUS	Shape_Leng	ENFORCE	Shape_Le_1
"LINESTRING (-118.47491726211993 34.00163496684312,-118.47441950072842 34.00191630747139)"	1979	MARINE ST	UNK									182.33006483		182.33006483
"LINESTRING (-118.47441950072842 34.00191630747139,-118.47381554579138 34.002257001730953)"	1980	MARINE ST	UNK									221.09174786		221.09174786
"LINESTRING (-118.47368050168238 34.002334025250995,-118.47309883586399 34.002666208092407)"	1981	MARINE ST	UNK									213.764062885		213.764062885
"LINESTRING (-118.47309883586399 34.002666208092407,-118.47244502012411 34.003043529140953)"	1982	MARINE ST	UNK									241.091267287		241.091267287
"LINESTRING (-118.47244502012411 34.003043529140953,-118.47238941277627 34.003075243724922)"	1983	MARINE ST	UNK									20.4271156051		20.4271156051
"LINESTRING (-118.47238941277627 34.003075243724922,-118.47212631874402 34.003229361020622)"	1984	MARINE ST	UNK									97.4902011312		97.4902011312
"LINESTRING (-118.47212631874402 34.003229361020622,-118.47206513057043 34.003263688296904)"	1985	MARINE ST	UNK									22.3605790869		22.3605790869
"LINESTRING (-118.47206513057043 34.003263688296904,-118.47182211759284 34.003401501459663)"	1986	MARINE ST	UNK									89.108530132		89.108530132
"LINESTRING (-118.47629256254109 34.002882245986484,-118.4762231366326 34.002921345453025)"	1987	ASHLAND AVE	UNK									25.4017306748		25.4017306748
"LINESTRING (-118.47571796840334 34.002312636200649,-118.47565031518306 34.00235029761388)"	1988	PIER AVE	UNK									24.6639714487		24.6639714487
"LINESTRING (-118.4762231366326 34.002921345453025,-118.47507067817858 34.003580746986522)"	1989	ASHLAND AVE	UNK									423.786082034		423.786082034
"LINESTRING (-118.47565031518306 34.00235029761388,-118.47449579340621 34.003011371421607)"	1990	PIER AVE	UNK									424.6481347		424.6481347
"LINESTRING (-118.47337922560004 34.004545328018359,-118.4732383015113 34.004625203117335)"	1991	ASHLAND AVE	UNK									51.664967674		51.664967674
"LINESTRING (-118.4727021663407 34.004039712584685,-118.472556252331 34.004121720528289)"	1992	PIER AVE	UNK									53.3525938073		53.3525938073
"LINESTRING (-118.47435838679191 34.003090313538927,-118.4727021663407 34.004039712584685)"	1993	PIER AVE	UNK									609.392634526		609.392634526
"LINESTRING (-118.4749321192448 34.00365870621193,-118.47337922560004 34.004545328018359)"	1994	ASHLAND AVE	UNK									570.641032401		570.641032401
"LINESTRING (-118.47725575419983 34.003195820940682,-118.47688334432775 34.003461739368156)"	1995	RAYMOND AVE	UNK									148.679041817		148.679041817
"LINESTRING (-118.47688334432775 34.003461739368156,-118.47653913756623 34.003656785611206)"	1996	RAYMOND AVE	UNK									126.182693991		126.182693991
"LINESTRING (-118.49139647180351 34.03525360331502,-118.49131908267232 34.035316432660707)"	1997	MONTANA AVE	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	32.7499064272		32.7499064272
"LINESTRING (-118.47653913756623 34.003656785611206,-118.47565407437709 34.004166240924974)"	1998	RAYMOND AVE	UNK									326.086438367		326.086438367
"LINESTRING (-118.50663038383973 34.020303306913426,-118.50662332607972 34.020307120285722,-118.50661570620724 34.020309471018791,-118.50660923886275 34.02031280499925,-118.50660076274389 34.020313931431183,-118.50659343915844 34.020316042012084,-118.50658611449006 34.020318152597056,-118.50657822878723 34.020318799636534,-118.50657004787853 34.020319686821637,-118.50656245738125 34.02032009371392,-118.50655486688927 34.020320501507229,-118.50654612386404 34.020319925150112,-118.50653797233878 34.020318869397151,-118.50653097225855 34.020318796896795,-118.50652311593943 34.02031750099674,-118.50651440229909 34.020314981701439,-118.50650713639781 34.020313206409853,-118.50650016462012 34.020311190976329,-118.50649233769252 34.020307953039904,-118.50648566112154 34.020305697459612,-118.50647842460695 34.020301979230346,-118.50647233953683 34.020299244254403,-118.50646569235808 34.020295046638608,-118.50645818894228 34.020289625622731)"	1999	CALIFORNIA INCLINE	UNK									56.200058679		56.200058679
"LINESTRING (-118.48982774579932 34.033917275318132,-118.48975833210331 34.033973629819236)"	2000	IDAHO AVE	UNK									29.3750940956		29.3750940956
"LINESTRING (-118.49653045885377 34.039646567291349,-118.49582449859318 34.040219736012375)"	2001	CARLYLE AVE	UNK									298.74972586		298.74972586
"LINESTRING (-118.47712324792089 34.004349155664777,-118.47630825694527 34.0048151498154)"	2002	HILL ST	UNK									299.622426668		299.622426668
"LINESTRING (-118.49459461467924 34.037994111205201,-118.49388634983939 34.038565301817847)"	2003	MARGUERITA AVE	UNK									298.751684656		298.751684656
"LINESTRING (-118.47778745254953 34.005011035142495,-118.47694059538472 34.005500986386295)"	2004	COPELAND CT	UNK									312.522345891		312.522345891
"LINESTRING (-118.47680427990983 34.005584800680261,-118.47599571250819 34.00604940420417)"	2005	COPELAND CT	UNK									297.728762902		297.728762902
"LINESTRING (-118.47855310586012 34.005657710129675,-118.47847668537626 34.005581603503984)"	2006	HIGHLAND AVE	UNK									36.104982274		36.104982274
"LINESTRING (-118.47847668537626 34.005581603503984,-118.47719503647174 34.004308136887303)"	2007	HIGHLAND AVE	UNK									604.704750208		604.704750208
"LINESTRING (-118.47659143132613 34.003708347962885,-118.47653913756623 34.003656785611206)"	2008	HIGHLAND AVE	UNK									24.5625769756		24.5625769756
"LINESTRING (-118.47719503647174 34.004308136887303,-118.47714188632017 34.004255351188746)"	2009	HIGHLAND AVE	UNK									25.0702606211		25.0702606211
"LINESTRING (-118.47714188632017 34.004255351188746,-118.47659143132613 34.003708347962885)"	2010	HIGHLAND AVE	UNK									259.733114556		259.733114556
"LINESTRING (-118.4763494612351 34.002937742593872,-118.47629256254109 34.002882245986484)"	2011	HIGHLAND AVE	UNK									26.5574637738		26.5574637738
"LINESTRING (-118.47682989967873 34.003409193608334,-118.4763494612351 34.002937742593872)"	2012	HIGHLAND AVE	UNK									225.034485795		225.034485795
"LINESTRING (-118.47629256254109 34.002882245986484,-118.4762425722609 34.002832650585695)"	2013	HIGHLAND AVE	UNK									23.5654326775		23.5654326775
"LINESTRING (-118.4762425722609 34.002832650585695,-118.47571796840334 34.002312636200649)"	2014	HIGHLAND AVE	UNK									247.174594012		247.174594012
"LINESTRING (-118.47571796840334 34.002312636200649,-118.47566567713571 34.002261073470791)"	2015	HIGHLAND AVE	UNK									24.5623664666		24.5623664666
"LINESTRING (-118.47566567713571 34.002261073470791,-118.47554845599039 34.002145183328935)"	2016	HIGHLAND AVE	UNK									55.145442895		55.145442895
"LINESTRING (-118.47554845599039 34.002145183328935,-118.47549702161839 34.002094845041348)"	2017	HIGHLAND AVE	UNK									24.0545438286		24.0545438286
"LINESTRING (-118.47549702161839 34.002094845041348,-118.47498727803215 34.001595387993667)"	2018	HIGHLAND AVE	UNK									238.554157244		238.554157244
"LINESTRING (-118.47498727803215 34.001595387993667,-118.47493153196379 34.001540873400693)"	2019	HIGHLAND AVE	UNK									26.0590309954		26.0590309954
"LINESTRING (-118.47493153196379 34.001540873400693,-118.47480194155078 34.001413921609505)"	2020	HIGHLAND AVE	UNK									60.6404223661		60.6404223661
"LINESTRING (-118.47480194155078 34.001413921609505,-118.47474849951548 34.001361374934824)"	2021	HIGHLAND AVE	UNK									25.0611229305		25.0611229305
"LINESTRING (-118.47474849951548 34.001361374934824,-118.47447467641153 34.001092498009498)"	2022	HIGHLAND AVE	UNK									128.307239729		128.307239729
"LINESTRING (-118.47447467641153 34.001092498009498,-118.4744246893594 34.001042901857097)"	2023	HIGHLAND AVE	UNK									23.5652229306		23.5652229306
"LINESTRING (-118.4744246893594 34.001042901857097,-118.47401812098265 34.000643880835455)"	2024	HIGHLAND AVE	UNK									190.45257565		190.45257565
"LINESTRING (-118.47401812098265 34.000643880835455,-118.47397014190891 34.000596492583789)"	2025	HIGHLAND AVE	UNK									22.5586136349		22.5586136349
"LINESTRING (-118.47397014190891 34.000596492583789,-118.4738908360039 34.000518895193004)"	2026	HIGHLAND AVE	UNK									37.0845209487		37.0845209487
"LINESTRING (-118.49279681785679 34.03645990002002,-118.49209065061051 34.037027458132734)"	2027	ALTA AVE	UNK									297.378725233		297.378725233
"LINESTRING (-118.48793377495522 34.035452941609392,-118.48786406339175 34.035509534225305)"	2028	IDAHO AVE	UNK									29.4999261528		29.4999261528
"LINESTRING (-118.48975833210331 34.033973629819236,-118.48895102680021 34.034630953598764)"	2029	IDAHO AVE	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	342.125223513		342.125223513
"LINESTRING (-118.48498947574667 34.029904350721075,-118.48418872991371 34.030552481798381)"	2030	WILSHIRE BLVD	UNK									338.375284765		338.375284765
"LINESTRING (-118.48818962643755 34.03263922356286,-118.48739118310577 34.033289343731298)"	2031	WASHINGTON AVE	K	"2 hr parking 9am-8pm Mon-Sat, except by permit"		no	2/25/03				Pre-approved (petition needed)	338.37546353		338.37546353
"LINESTRING (-118.49131908267232 34.035316432660707,-118.4906952096877 34.0358248476022)"	2032	MONTANA AVE	NN	"2 hr parking 9A-10P daily, except by permit"		no	03/12/13				Pre-approved (petition needed)	264.50034118		264.50034118
"LINESTRING (-118.4815275637942 34.003845036893154,-118.48133497180923 34.003966883112582)"	2033	OCEAN PARK BLVD	UNK									73.3045140662		73.3045140662
"LINESTRING (-118.48238864052172 34.003299337528901,-118.48230294590022 34.003353571983354)"	2034	OCEAN PARK BLVD	UNK									32.6213629506		32.6213629506
"LINESTRING (-118.48230294590022 34.003353571983354,-118.4815275637942 34.003845036893154)"	2035	OCEAN PARK BLVD	UNK									295.327185137		295.327185137
"LINESTRING (-118.48133497180923 34.003966883112582,-118.48055163397245 34.004462873917973)"	2036	OCEAN PARK BLVD	UNK									298.242118788		298.242118788
"LINESTRING (-118.48048953269007 34.004499867740883,-118.48041916283334 34.004543574821014)"	2037	OCEAN PARK BLVD	UNK									26.6060736704		26.6060736704
"LINESTRING (-118.48055163397245 34.004462873917973,-118.48048953269007 34.004499867740883)"	2038	OCEAN PARK BLVD	UNK									23.1411732492		23.1411732492
"LINESTRING (-118.48041916283334 34.004543574821014,-118.48034731568812 34.004588481372039)"	2039	OCEAN PARK BLVD	UNK									27.2260703501		27.2260703501
"LINESTRING (-118.48034731568812 34.004588481372039,-118.4796434338818 34.005018021494699)"	2040	OCEAN PARK BLVD	UNK									264.475685737		264.475685737
"LINESTRING (-118.4796434338818 34.005018021494699,-118.4795545771146 34.00506906340172)"	2041	OCEAN PARK BLVD	UNK									32.7156775022		32.7156775022
"LINESTRING (-118.4795545771146 34.00506906340172,-118.47935509852837 34.005183061606189)"	2042	OCEAN PARK BLVD	UNK									73.323556617		73.323556617
"LINESTRING (-118.47935509852837 34.005183061606189,-118.47928652891109 34.005223386427055)"	2043	OCEAN PARK BLVD	UNK									25.4412719047		25.4412719047
"LINESTRING (-118.47928652891109 34.005223386427055,-118.47915913434198 34.005296124158306)"	2044	OCEAN PARK BLVD	UNK									46.8135939799		46.8135939799
"LINESTRING (-118.47915913434198 34.005296124158306,-118.47905675194411 34.00535430996824)"	2045	OCEAN PARK BLVD	UNK									37.566717691		37.566717691
"LINESTRING (-118.47905675194411 34.00535430996824,-118.47894607066087 34.005421151807461)"	2046	OCEAN PARK BLVD	UNK									41.4368260593		41.4368260593
"LINESTRING (-118.47740136570251 34.006326129328791,-118.47647966046 34.006846133926544)"	2047	OCEAN PARK BLVD	UNK									337.412576244		337.412576244
"LINESTRING (-118.47894607066087 34.005421151807461,-118.47855310586012 34.005657710129675)"	2048	OCEAN PARK BLVD	UNK									146.956075059		146.956075059
"LINESTRING (-118.47855310586012 34.005657710129675,-118.47802591957185 34.005974461196459)"	2049	OCEAN PARK BLVD	UNK									197.020932615		197.020932615
"LINESTRING (-118.47802591957185 34.005974461196459,-118.47795120548719 34.0060159356089)"	2050	OCEAN PARK BLVD	UNK									27.2135140317		27.2135140317
"LINESTRING (-118.47795120548719 34.0060159356089,-118.47747489829001 34.006285614657919)"	2051	OCEAN PARK BLVD	UNK									174.56013275		174.56013275
"LINESTRING (-118.47747489829001 34.006285614657919,-118.47740136570251 34.006326129328791)"	2052	OCEAN PARK BLVD	UNK									26.7219244065		26.7219244065
"LINESTRING (-118.49567292116471 34.010843583184347,-118.49563145241557 34.01080817344711,-118.49554160358301 34.010731452902093)"	2053	APPIAN WAY	UNK									57.0000241098		57.0000241098
"LINESTRING (-118.49554160358301 34.010731452902093,-118.49512916309264 34.010364018729462)"	2054	APPIAN WAY	UNK									183.041112439		183.041112439
"LINESTRING (-118.49512916309264 34.010364018729462,-118.49462223777562 34.009879492137145)"	2055	APPIAN WAY	UNK									233.868499438		233.868499438
"LINESTRING (-118.49453280362059 34.009794759006034,-118.4941327443595 34.009419192994059)"	2056	APPIAN WAY	UNK									182.703601705		182.703601705
"LINESTRING (-118.4941327443595 34.009419192994059,-118.49391536409999 34.00921191717056)"	2057	APPIAN WAY	UNK									100.15120796		100.15120796
"LINESTRING (-118.49391536409999 34.00921191717056,-118.49369736483361 34.009007064118734)"	2058	APPIAN WAY	UNK									99.6132588558		99.6132588558
"LINESTRING (-118.49369736483361 34.009007064118734,-118.49365510017033 34.008966544358529)"	2059	APPIAN WAY	UNK									19.5324483787		19.5324483787
"LINESTRING (-118.49365510017033 34.008966544358529,-118.49310391742323 34.008439284804709)"	2060	APPIAN WAY	UNK									254.406704266		254.406704266
"LINESTRING (-118.49310391742323 34.008439284804709,-118.4921455546058 34.00752690234124)"	2061	APPIAN WAY	UNK									441.146340937		441.146340937
"LINESTRING (-118.4921455546058 34.00752690234124,-118.49189770524367 34.007290642903449)"	2062	APPIAN WAY	UNK									114.171068286		114.171068286
"LINESTRING (-118.49189770524367 34.007290642903449,-118.49144701929106 34.006869844273922)"	2063	APPIAN WAY	UNK									205.2032285		205.2032285
"LINESTRING (-118.51328071161194 34.025987886994415,-118.51269557281307 34.025649344249963)"	2064	OCEAN AVE	UNK									215.904431953		215.904431953
"LINESTRING (-118.50496013366525 34.018892286662805,-118.50326937698586 34.017568959437533)"	2065	PALISADES BEACH RD	UNK									703.161625526		703.161625526
"LINESTRING (-118.50645818894228 34.020289625622731,-118.50535137898945 34.019630127946606)"	2066	CALIFORNIA INCLINE	UNK									412.422525316		412.422525316
"LINESTRING (-118.49232994752411 34.007793589136092,-118.49158244437291 34.008410259109738)"	2067	SEA VIEW TER	UNK									318.884691339		318.884691339
"LINESTRING (-118.4934650429802 34.008145995238557,-118.49343905868324 34.008167098243597)"	2068	MARINE TER	UNK									10.9998568483		10.9998568483
"LINESTRING (-118.49343905868324 34.008167098243597,-118.49314732433714 34.008404032302536)"	2069	MARINE TER	UNK									123.499869068		123.499869068
"LINESTRING (-118.49406439588901 34.008708975863264,-118.49403575366242 34.008732237336069)"	2070	PACIFIC TER	UNK									12.1249489348		12.1249489348
"LINESTRING (-118.49403575366242 34.008732237336069,-118.49374490465385 34.008968454304608)"	2071	PACIFIC TER	UNK									123.125144949		123.125144949
"LINESTRING (-118.49449829857392 34.009122302190981,-118.49447231423441 34.009143405419763)"	2072	ARCADIA TER	UNK									10.9998568586		10.9998568586
"LINESTRING (-118.49447231423441 34.009143405419763,-118.49417703587929 34.009383220678643)"	2073	ARCADIA TER	UNK									125.000141077		125.000141077
"LINESTRING (-118.49494029982174 34.009540569355629,-118.49491490587161 34.00956119334657)"	2074	SEASIDE TER	UNK									10.7499647978		10.7499647978
"LINESTRING (-118.49491490587161 34.00956119334657,-118.49461342584107 34.009806044943488)"	2075	SEASIDE TER	UNK									127.625049377		127.625049377
"LINESTRING (-118.49549327152351 34.010066381652628,-118.49547024025537 34.010085086608214)"	2076	MOSS AVE	UNK									9.74970479174		9.74970479174
"LINESTRING (-118.49547024025537 34.010085086608214,-118.49516548306656 34.010334521126914)"	2077	MOSS AVE	UNK									129.501096068		129.501096068
"LINESTRING (-118.49450505852455 34.009894057876892,-118.49389530102222 34.010389274623378)"	2078	SEASIDE TER	UNK									258.125118867		258.125118867
"LINESTRING (-118.49386398547522 34.009253644944941,-118.49319966056035 34.009789337709833)"	2079	PACIFIC TER	UNK									280.251726418		280.251726418
"LINESTRING (-118.49408313694079 34.009459481070188,-118.49343204115199 34.00998826929191)"	2080	ARCADIA TER	UNK									275.624928166		275.624928166
"LINESTRING (-118.49175710784613 34.006518215601318,-118.49173177347383 34.006534953057383)"	2081	PICO BLVD	UNK									9.80089552274		9.80089552274
